# The exercise vocabulary (DESIGN_strength_tracking.md §4): one exercise per line,
# its movement pattern, its equipment class, and the Garmin names that mean it.
# A Garmin name is CATEGORY/NAME; a bare CATEGORY is a set tagged with the category
# and no exercise. Authored from Garmin Connect's exercise catalog and the FIT SDK
# exercise names on 2026-09-14; a name Garmin adds later is added here by hand.
# The photos column is the id of the same exercise in Free Exercise DB (public domain), whose
# two photos the gym logger shows (DESIGN_gym_logger.md §2); empty when it has no exact match.
# exercise	pattern	equipment	garmin names	photos
external rotation	accessory	cable	BANDED_EXERCISES/EXTERNAL_ROTATION
external rotation at 90 degree abduction	accessory	cable	BANDED_EXERCISES/EXTERNAL_ROTATION_AT_90_DEGREE_ABDUCTION
fire hydrant	accessory	cable	BANDED_EXERCISES/FIRE_HYDRANT
fly	accessory	cable	BANDED_EXERCISES/FLY
glute bridge	hinge	cable	BANDED_EXERCISES/GLUTE_BRIDGE SUSPENSION/GLUTE_BRIDGE
hamstring curls	accessory	cable	BANDED_EXERCISES/HAMSTRING_CURLS
high plank leg lifts	accessory	cable	BANDED_EXERCISES/HIGH_PLANK_LEG_LIFTS
hip extension	accessory	cable	BANDED_EXERCISES/HIP_EXTENSION
internal rotation	accessory	cable	BANDED_EXERCISES/INTERNAL_ROTATION
jumping jack	accessory	cable	BANDED_EXERCISES/JUMPING_JACK
kneeling crunch	core_carry	cable	BANDED_EXERCISES/KNEELING_CRUNCH	Cable_Crunch
lateral band walks	accessory	cable	BANDED_EXERCISES/LATERAL_BAND_WALKS
lateral raise	accessory	cable	BANDED_EXERCISES/LATERAL_RAISE LATERAL_RAISE
latpull	accessory	cable	BANDED_EXERCISES/LATPULL
leg abduction	accessory	cable	BANDED_EXERCISES/LEG_ABDUCTION
leg adduction	accessory	cable	BANDED_EXERCISES/LEG_ADDUCTION
pull apart	accessory	cable	BANDED_EXERCISES/PULL_APART
push ups	push_horizontal	cable	BANDED_EXERCISES/PUSH_UPS
shoulder abduction	accessory	cable	BANDED_EXERCISES/SHOULDER_ABDUCTION
shoulder extension	accessory	cable	BANDED_EXERCISES/SHOULDER_EXTENSION
shoulder external rotation	accessory	cable	BANDED_EXERCISES/SHOULDER_EXTERNAL_ROTATION
shoulder flexion to 90 degrees	accessory	cable	BANDED_EXERCISES/SHOULDER_FLEXION_TO_90_DEGREES
side plank leg lifts	accessory	cable	BANDED_EXERCISES/SIDE_PLANK_LEG_LIFTS
squat to press	squat	cable	BANDED_EXERCISES/SQUAT_TO_PRESS
tricep extension	accessory	cable	BANDED_EXERCISES/TRICEP_EXTENSION
tricep kickback	accessory	cable	BANDED_EXERCISES/TRICEP_KICKBACK
wall crawl with external rotation	accessory	bodyweight	BANDED_EXERCISES/WALL_CRAWL_WITH_EXTERNAL_ROTATION
chest press	push_horizontal	cable	BANDED_EXERCISES/CHEST_PRESS SLED/CHEST_PRESS SUSPENSION/CHEST_PRESS	Cable_Chest_Press
side raise	accessory	cable	BANDED_EXERCISES/SIDE_RAISE
lateral raise wheelchair	accessory	cable	BANDED_EXERCISES/LATERAL_RAISE_WHEELCHAIR
triceps extension wheelchair	accessory	cable	BANDED_EXERCISES/TRICEPS_EXTENSION_WHEELCHAIR
chest fly incline wheelchair	accessory	cable	BANDED_EXERCISES/CHEST_FLY_INCLINE_WHEELCHAIR
chest fly decline wheelchair	accessory	cable	BANDED_EXERCISES/CHEST_FLY_DECLINE_WHEELCHAIR
pull down wheelchair	pull_vertical	cable	BANDED_EXERCISES/PULL_DOWN_WHEELCHAIR
straight arm pull down wheelchair	accessory	cable	BANDED_EXERCISES/STRAIGHT_ARM_PULL_DOWN_WHEELCHAIR
curl wheelchair	accessory	cable	BANDED_EXERCISES/CURL_WHEELCHAIR
overhead curl wheelchair	accessory	cable	BANDED_EXERCISES/OVERHEAD_CURL_WHEELCHAIR
face pull wheelchair	accessory	cable	BANDED_EXERCISES/FACE_PULL_WHEELCHAIR
around the world wheelchair	accessory	cable	BANDED_EXERCISES/AROUND_THE_WORLD_WHEELCHAIR
pull apart wheelchair	accessory	cable	BANDED_EXERCISES/PULL_APART_WHEELCHAIR
side curl wheelchair	accessory	cable	BANDED_EXERCISES/SIDE_CURL_WHEELCHAIR
overhead press wheelchair	push_vertical	cable	BANDED_EXERCISES/OVERHEAD_PRESS_WHEELCHAIR
alternating figure eight	accessory	bodyweight	BATTLE_ROPE/ALTERNATING_FIGURE_EIGHT
alternating jump wave	accessory	bodyweight	BATTLE_ROPE/ALTERNATING_JUMP_WAVE
alternating kneeling to standing wave	accessory	bodyweight	BATTLE_ROPE/ALTERNATING_KNEELING_TO_STANDING_WAVE
alternating lunge wave	accessory	bodyweight	BATTLE_ROPE/ALTERNATING_LUNGE_WAVE
alternating squat wave	accessory	bodyweight	BATTLE_ROPE/ALTERNATING_SQUAT_WAVE
alternating wave	accessory	bodyweight	BATTLE_ROPE/ALTERNATING_WAVE
alternating wave with lateral shuffle	accessory	bodyweight	BATTLE_ROPE/ALTERNATING_WAVE_WITH_LATERAL_SHUFFLE
battle rope	accessory	bodyweight	BATTLE_ROPE/BATTLE_ROPE BATTLE_ROPE
clap wave	accessory	bodyweight	BATTLE_ROPE/CLAP_WAVE
double arm figure eight	accessory	bodyweight	BATTLE_ROPE/DOUBLE_ARM_FIGURE_EIGHT
double arm side to side snake	accessory	bodyweight	BATTLE_ROPE/DOUBLE_ARM_SIDE_TO_SIDE_SNAKE
double arm side wave	accessory	bodyweight	BATTLE_ROPE/DOUBLE_ARM_SIDE_WAVE
double arm slam	accessory	bodyweight	BATTLE_ROPE/DOUBLE_ARM_SLAM
double arm wave	accessory	bodyweight	BATTLE_ROPE/DOUBLE_ARM_WAVE
grappler toss	accessory	bodyweight	BATTLE_ROPE/GRAPPLER_TOSS
hip toss	accessory	bodyweight	BATTLE_ROPE/HIP_TOSS
in and out wave	accessory	bodyweight	BATTLE_ROPE/IN_AND_OUT_WAVE
inside circle	accessory	bodyweight	BATTLE_ROPE/INSIDE_CIRCLE
outside circle	accessory	bodyweight	BATTLE_ROPE/OUTSIDE_CIRCLE
rainbow	accessory	bodyweight	BATTLE_ROPE/RAINBOW
side plank wave	accessory	bodyweight	BATTLE_ROPE/SIDE_PLANK_WAVE
sidewinder	accessory	bodyweight	BATTLE_ROPE/SIDEWINDER
sitting russian twist	accessory	bodyweight	BATTLE_ROPE/SITTING_RUSSIAN_TWIST
snake wave	accessory	bodyweight	BATTLE_ROPE/SNAKE_WAVE
split jack	accessory	bodyweight	BATTLE_ROPE/SPLIT_JACK
stage coach	accessory	bodyweight	BATTLE_ROPE/STAGE_COACH
ultimate warrior	accessory	bodyweight	BATTLE_ROPE/ULTIMATE_WARRIOR
upper cuts	accessory	bodyweight	BATTLE_ROPE/UPPER_CUTS
bike	accessory	bodyweight	BIKE_OUTDOOR/BIKE BIKE/BIKE BIKE
floor climb	accessory	bodyweight	FLOOR_CLIMB/FLOOR_CLIMB FLOOR_CLIMB
air bike	accessory	machine	INDOOR_BIKE/AIR_BIKE
assault bike	accessory	machine	INDOOR_BIKE/ASSAULT_BIKE
stationary bike	accessory	machine	INDOOR_BIKE/STATIONARY_BIKE
agility	accessory	bodyweight	LADDER/AGILITY
speed	accessory	bodyweight	LADDER/SPEED
jog	accessory	bodyweight	RUN/JOG
run	accessory	bodyweight	RUN/RUN RUN
run or walk	accessory	bodyweight	RUN/RUN_OR_WALK
sprint	accessory	bodyweight	RUN/SPRINT SANDBAG/SPRINT BIKE/SPRINT
walk	accessory	bodyweight	RUN/WALK
speed walk	accessory	bodyweight	RUN/SPEED_WALK
warm up	accessory	bodyweight	RUN/WARM_UP WARM_UP
indoor track run	accessory	bodyweight	RUN_INDOOR/INDOOR_TRACK_RUN
treadmill	accessory	bodyweight	RUN_INDOOR/TREADMILL
around the world	accessory	dumbbell	SANDBAG/AROUND_THE_WORLD
back squat	squat	dumbbell	SANDBAG/BACK_SQUAT	Dumbbell_Squat
bear crawl pull through	accessory	dumbbell	SANDBAG/BEAR_CRAWL_PULL_THROUGH
bear hug squat	squat	dumbbell	SANDBAG/BEAR_HUG_SQUAT
front carry	core_carry	dumbbell	SANDBAG/FRONT_CARRY
front squat	squat	dumbbell	SANDBAG/FRONT_SQUAT
overhead press	push_vertical	dumbbell	SANDBAG/OVERHEAD_PRESS
plank pull through	hinge	dumbbell	SANDBAG/PLANK_PULL_THROUGH
rotational lunge	single_leg	dumbbell	SANDBAG/ROTATIONAL_LUNGE
shouldering	accessory	dumbbell	SANDBAG/SHOULDERING
shoveling	accessory	dumbbell	SANDBAG/SHOVELING
backward drag	accessory	machine	SLED/BACKWARD_DRAG
forward drag	accessory	machine	SLED/FORWARD_DRAG
low push	accessory	machine	SLED/LOW_PUSH
push	accessory	machine	SLED/PUSH
lateral swing	accessory	bodyweight	SLEDGE_HAMMER/LATERAL_SWING
hammer slam	accessory	bodyweight	SLEDGE_HAMMER/HAMMER_SLAM
sledge hammer	accessory	bodyweight	SLEDGE_HAMMER/SLEDGE_HAMMER SLEDGE_HAMMER
stair stepper	accessory	machine	STAIR_STEPPER/STAIR_STEPPER STAIR_STEPPER
chest fly	accessory	bodyweight	SUSPENSION/CHEST_FLY
hamstring curl	accessory	bodyweight	SUSPENSION/HAMSTRING_CURL MOVE/HAMSTRING_CURL
hip drop	accessory	bodyweight	SUSPENSION/HIP_DROP
knee drive jump	accessory	bodyweight	SUSPENSION/KNEE_DRIVE_JUMP
knee to chest	accessory	bodyweight	SUSPENSION/KNEE_TO_CHEST
lat pullover	accessory	bodyweight	SUSPENSION/LAT_PULLOVER
pendulum	accessory	bodyweight	SUSPENSION/PENDULUM
pike	accessory	bodyweight	SUSPENSION/PIKE
power pull	pull_horizontal	bodyweight	SUSPENSION/POWER_PULL
reverse mountain climber	accessory	bodyweight	SUSPENSION/REVERSE_MOUNTAIN_CLIMBER
reverse plank	core_carry	bodyweight	SUSPENSION/REVERSE_PLANK
rollout	core_carry	bodyweight	SUSPENSION/ROLLOUT
single leg deadlift	hinge	bodyweight	SUSPENSION/SINGLE_LEG_DEADLIFT
single leg squat	single_leg	bodyweight	SUSPENSION/SINGLE_LEG_SQUAT
squat jump	accessory	bodyweight	SUSPENSION/SQUAT_JUMP
tricep press	accessory	bodyweight	SUSPENSION/TRICEP_PRESS
y fly	accessory	bodyweight	SUSPENSION/Y_FLY
split	accessory	bodyweight	SUSPENSION/SPLIT
flip	accessory	bodyweight	TIRE/FLIP
tire	accessory	bodyweight	TIRE/TIRE TIRE
arch and curl	accessory	bodyweight	MOVE/ARCH_AND_CURL
arm circles with ball band and weight	accessory	cable	MOVE/ARM_CIRCLES_WITH_BALL_BAND_AND_WEIGHT
arm stretch	accessory	bodyweight	MOVE/ARM_STRETCH
back massage	accessory	bodyweight	MOVE/BACK_MASSAGE
belly breathing	accessory	bodyweight	MOVE/BELLY_BREATHING
bridge with ball	accessory	bodyweight	MOVE/BRIDGE_WITH_BALL
diamond leg crunch	accessory	bodyweight	MOVE/DIAMOND_LEG_CRUNCH
diamond leg lift	accessory	bodyweight	MOVE/DIAMOND_LEG_LIFT
eight point shoulder opener	accessory	bodyweight	MOVE/EIGHT_POINT_SHOULDER_OPENER
foot rolling	accessory	bodyweight	MOVE/FOOT_ROLLING
footwork	accessory	bodyweight	MOVE/FOOTWORK
footwork on disc	accessory	bodyweight	MOVE/FOOTWORK_ON_DISC
forward fold	accessory	bodyweight	MOVE/FORWARD_FOLD
frog with band	accessory	cable	MOVE/FROG_WITH_BAND
half roll up	accessory	bodyweight	MOVE/HALF_ROLL_UP
hamstring stretch	accessory	bodyweight	MOVE/HAMSTRING_STRETCH
hip stretch	accessory	bodyweight	MOVE/HIP_STRETCH
hug a tree with ball band and weight	accessory	cable	MOVE/HUG_A_TREE_WITH_BALL_BAND_AND_WEIGHT
knee circles	accessory	bodyweight	MOVE/KNEE_CIRCLES
knee folds on disc	accessory	bodyweight	MOVE/KNEE_FOLDS_ON_DISC
lateral flexion	accessory	bodyweight	MOVE/LATERAL_FLEXION
leg stretch with band	accessory	cable	MOVE/LEG_STRETCH_WITH_BAND
leg stretch with leg circles	accessory	bodyweight	MOVE/LEG_STRETCH_WITH_LEG_CIRCLES
lower lift on disc	accessory	bodyweight	MOVE/LOWER_LIFT_ON_DISC
lunge squat	accessory	bodyweight	MOVE/LUNGE_SQUAT
lunges with knee lift	accessory	bodyweight	MOVE/LUNGES_WITH_KNEE_LIFT
mermaid stretch	accessory	bodyweight	MOVE/MERMAID_STRETCH
neutral pelvic position	accessory	bodyweight	MOVE/NEUTRAL_PELVIC_POSITION
pelvic clocks on disc	accessory	bodyweight	MOVE/PELVIC_CLOCKS_ON_DISC
pilates plie squats parallel turned out flat and heels with chair	accessory	bodyweight	MOVE/PILATES_PLIE_SQUATS_PARALLEL_TURNED_OUT_FLAT_AND_HEELS_WITH_CHAIR
piriformis stretch	accessory	bodyweight	MOVE/PIRIFORMIS_STRETCH
plank knee crosses	accessory	bodyweight	MOVE/PLANK_KNEE_CROSSES
plank knee pulls	accessory	bodyweight	MOVE/PLANK_KNEE_PULLS
plank up downs	accessory	bodyweight	MOVE/PLANK_UP_DOWNS
prayer mudra	accessory	bodyweight	MOVE/PRAYER_MUDRA
psoas lunge stretch	accessory	bodyweight	MOVE/PSOAS_LUNGE_STRETCH
ribcage breathing	accessory	bodyweight	MOVE/RIBCAGE_BREATHING
roll down	accessory	bodyweight	MOVE/ROLL_DOWN
roll up with weight and band	accessory	cable	MOVE/ROLL_UP_WITH_WEIGHT_AND_BAND
saw	accessory	bodyweight	MOVE/SAW
scapular stabilization	accessory	bodyweight	MOVE/SCAPULAR_STABILIZATION
scissors on disc	accessory	bodyweight	MOVE/SCISSORS_ON_DISC
seated hip stretchup	accessory	bodyweight	MOVE/SEATED_HIP_STRETCHUP
seated twist	accessory	bodyweight	MOVE/SEATED_TWIST
shaving the head with ball band and weight	accessory	cable	MOVE/SHAVING_THE_HEAD_WITH_BALL_BAND_AND_WEIGHT
spinal twist	accessory	bodyweight	MOVE/SPINAL_TWIST
spinal twist stretch	accessory	bodyweight	MOVE/SPINAL_TWIST_STRETCH
spine stretch forward	accessory	bodyweight	MOVE/SPINE_STRETCH_FORWARD
squat open arm twist pose	accessory	bodyweight	MOVE/SQUAT_OPEN_ARM_TWIST_POSE
squats with ball	accessory	bodyweight	MOVE/SQUATS_WITH_BALL
stand and hang	accessory	bodyweight	MOVE/STAND_AND_HANG
standing side stretch	accessory	bodyweight	MOVE/STANDING_SIDE_STRETCH
standing single leg forward bend with it band opener	accessory	cable	MOVE/STANDING_SINGLE_LEG_FORWARD_BEND_WITH_IT_BAND_OPENER
straight leg crunch with leg lift	accessory	bodyweight	MOVE/STRAIGHT_LEG_CRUNCH_WITH_LEG_LIFT
straight leg crunch with leg lift with ball	accessory	bodyweight	MOVE/STRAIGHT_LEG_CRUNCH_WITH_LEG_LIFT_WITH_BALL
straight leg crunch with legs crossed	accessory	bodyweight	MOVE/STRAIGHT_LEG_CRUNCH_WITH_LEGS_CROSSED
straight leg crunch with legs crossed with ball	accessory	bodyweight	MOVE/STRAIGHT_LEG_CRUNCH_WITH_LEGS_CROSSED_WITH_BALL
straight leg diagonal crunch	accessory	bodyweight	MOVE/STRAIGHT_LEG_DIAGONAL_CRUNCH
straight leg diagonal crunch with ball	accessory	bodyweight	MOVE/STRAIGHT_LEG_DIAGONAL_CRUNCH_WITH_BALL
tailbone curl	accessory	bodyweight	MOVE/TAILBONE_CURL
throat lock	accessory	bodyweight	MOVE/THROAT_LOCK
tick tock side roll	accessory	bodyweight	MOVE/TICK_TOCK_SIDE_ROLL
twist	accessory	bodyweight	MOVE/TWIST
v leg crunches	accessory	bodyweight	MOVE/V_LEG_CRUNCHES
v sit	accessory	bodyweight	MOVE/V_SIT
forward fold wheelchair	accessory	bodyweight	MOVE/FORWARD_FOLD_WHEELCHAIR
forward fold plus wheelchair	accessory	bodyweight	MOVE/FORWARD_FOLD_PLUS_WHEELCHAIR
arm circles low forward wheelchair	accessory	bodyweight	MOVE/ARM_CIRCLES_LOW_FORWARD_WHEELCHAIR
arm circles mid forward wheelchair	accessory	bodyweight	MOVE/ARM_CIRCLES_MID_FORWARD_WHEELCHAIR
arm circles high forward wheelchair	accessory	bodyweight	MOVE/ARM_CIRCLES_HIGH_FORWARD_WHEELCHAIR
arm circles low backward wheelchair	accessory	bodyweight	MOVE/ARM_CIRCLES_LOW_BACKWARD_WHEELCHAIR
arm circles mid backward wheelchair	accessory	bodyweight	MOVE/ARM_CIRCLES_MID_BACKWARD_WHEELCHAIR
arm circles high backward wheelchair	accessory	bodyweight	MOVE/ARM_CIRCLES_HIGH_BACKWARD_WHEELCHAIR
core twists wheelchair	accessory	bodyweight	MOVE/CORE_TWISTS_WHEELCHAIR
arm raise wheelchair	accessory	bodyweight	MOVE/ARM_RAISE_WHEELCHAIR
chest expand wheelchair	accessory	bodyweight	MOVE/CHEST_EXPAND_WHEELCHAIR
arm extend wheelchair	accessory	bodyweight	MOVE/ARM_EXTEND_WHEELCHAIR
forward bend wheelchair	accessory	bodyweight	MOVE/FORWARD_BEND_WHEELCHAIR
toe touch wheelchair	accessory	bodyweight	MOVE/TOE_TOUCH_WHEELCHAIR
extended toe touch wheelchair	accessory	bodyweight	MOVE/EXTENDED_TOE_TOUCH_WHEELCHAIR
seated arm circles	accessory	bodyweight	MOVE/SEATED_ARM_CIRCLES
trunk rotations	accessory	bodyweight	MOVE/TRUNK_ROTATIONS
seated trunk rotations	accessory	bodyweight	MOVE/SEATED_TRUNK_ROTATIONS
toe touch	accessory	bodyweight	MOVE/TOE_TOUCH
all fours	accessory	bodyweight	POSE/ALL_FOURS
ankle to knee	accessory	bodyweight	POSE/ANKLE_TO_KNEE
baby cobra	accessory	bodyweight	POSE/BABY_COBRA
boat	accessory	bodyweight	POSE/BOAT
bound angle	accessory	bodyweight	POSE/BOUND_ANGLE
bound seated single leg forward bend	accessory	bodyweight	POSE/BOUND_SEATED_SINGLE_LEG_FORWARD_BEND
bow	accessory	bodyweight	POSE/BOW
bowed half moon	accessory	bodyweight	POSE/BOWED_HALF_MOON
bridge	accessory	bodyweight	POSE/BRIDGE
cat	accessory	bodyweight	POSE/CAT
chair	accessory	bodyweight	POSE/CHAIR
childs	accessory	bodyweight	POSE/CHILDS
corpse	accessory	bodyweight	POSE/CORPSE
cow face	accessory	bodyweight	POSE/COW_FACE
cow	accessory	bodyweight	POSE/COW
devotional warrior	accessory	bodyweight	POSE/DEVOTIONAL_WARRIOR
dolphin plank	accessory	bodyweight	POSE/DOLPHIN_PLANK
dolphin	accessory	bodyweight	POSE/DOLPHIN
down dog knee to nose	accessory	bodyweight	POSE/DOWN_DOG_KNEE_TO_NOSE
down dog split	accessory	bodyweight	POSE/DOWN_DOG_SPLIT
down dog split open hip bent knee	accessory	bodyweight	POSE/DOWN_DOG_SPLIT_OPEN_HIP_BENT_KNEE
downward facing dog	accessory	bodyweight	POSE/DOWNWARD_FACING_DOG
eagle	accessory	bodyweight	POSE/EAGLE
easy seated	accessory	bodyweight	POSE/EASY_SEATED
extended puppy	accessory	bodyweight	POSE/EXTENDED_PUPPY
extended side angle	accessory	bodyweight	POSE/EXTENDED_SIDE_ANGLE
fish	accessory	bodyweight	POSE/FISH
four limbed staff	accessory	bodyweight	POSE/FOUR_LIMBED_STAFF
full split	accessory	bodyweight	POSE/FULL_SPLIT
gate	accessory	bodyweight	POSE/GATE
half chair half ankle to knee	accessory	bodyweight	POSE/HALF_CHAIR_HALF_ANKLE_TO_KNEE
half moon	accessory	bodyweight	POSE/HALF_MOON
head to knee	accessory	bodyweight	POSE/HEAD_TO_KNEE
heron	accessory	bodyweight	POSE/HERON
heros	accessory	bodyweight	POSE/HEROS
high lunge	accessory	bodyweight	POSE/HIGH_LUNGE
knees chest chin	accessory	bodyweight	POSE/KNEES_CHEST_CHIN
lizard	accessory	bodyweight	POSE/LIZARD
locust	accessory	bodyweight	POSE/LOCUST
low lunge	accessory	bodyweight	POSE/LOW_LUNGE
low lunge twist	accessory	bodyweight	POSE/LOW_LUNGE_TWIST
low lunge with knee down	accessory	bodyweight	POSE/LOW_LUNGE_WITH_KNEE_DOWN
mermaid	accessory	bodyweight	POSE/MERMAID
mountain	accessory	bodyweight	POSE/MOUNTAIN
one legged downward facing pose open hip bent knee	accessory	bodyweight	POSE/ONE_LEGGED_DOWNWARD_FACING_POSE_OPEN_HIP_BENT_KNEE
one legged pigeon	accessory	bodyweight	POSE/ONE_LEGGED_PIGEON
peaceful warrior	accessory	bodyweight	POSE/PEACEFUL_WARRIOR
plow	accessory	bodyweight	POSE/PLOW
reclined hand to foot	accessory	bodyweight	POSE/RECLINED_HAND_TO_FOOT
revolved half moon	accessory	bodyweight	POSE/REVOLVED_HALF_MOON
revolved head to knee	accessory	bodyweight	POSE/REVOLVED_HEAD_TO_KNEE
revolved triangle	accessory	bodyweight	POSE/REVOLVED_TRIANGLE
runners lunge	accessory	bodyweight	POSE/RUNNERS_LUNGE
seated easy side bend	accessory	bodyweight	POSE/SEATED_EASY_SIDE_BEND
seated easy twist	accessory	bodyweight	POSE/SEATED_EASY_TWIST
seated long leg forward bend	accessory	bodyweight	POSE/SEATED_LONG_LEG_FORWARD_BEND
seated wide leg forward bend	accessory	bodyweight	POSE/SEATED_WIDE_LEG_FORWARD_BEND
shoulder stand	accessory	bodyweight	POSE/SHOULDER_STAND
side boat	accessory	bodyweight	POSE/SIDE_BOAT
sphinx	accessory	bodyweight	POSE/SPHINX
squat open arm twist	accessory	bodyweight	POSE/SQUAT_OPEN_ARM_TWIST
squat palm press	accessory	bodyweight	POSE/SQUAT_PALM_PRESS
staff	accessory	bodyweight	POSE/STAFF
standing arms up	accessory	bodyweight	POSE/STANDING_ARMS_UP
standing forward bend halfway up	accessory	bodyweight	POSE/STANDING_FORWARD_BEND_HALFWAY_UP
standing forward bend	accessory	bodyweight	POSE/STANDING_FORWARD_BEND
standing side opener	accessory	bodyweight	POSE/STANDING_SIDE_OPENER
standing single leg forward bend	accessory	bodyweight	POSE/STANDING_SINGLE_LEG_FORWARD_BEND
standing split	accessory	bodyweight	POSE/STANDING_SPLIT
standing wide leg forward bend	accessory	bodyweight	POSE/STANDING_WIDE_LEG_FORWARD_BEND
standing wide leg forward bend with twist	accessory	bodyweight	POSE/STANDING_WIDE_LEG_FORWARD_BEND_WITH_TWIST
supine spinal twist	accessory	bodyweight	POSE/SUPINE_SPINAL_TWIST
table top	accessory	bodyweight	POSE/TABLE_TOP
thread the needle	accessory	bodyweight	POSE/THREAD_THE_NEEDLE
thunderbolt	accessory	bodyweight	POSE/THUNDERBOLT
thunderbolt pose both sides arm stretch	accessory	bodyweight	POSE/THUNDERBOLT_POSE_BOTH_SIDES_ARM_STRETCH
tree	accessory	bodyweight	POSE/TREE
triangle	accessory	bodyweight	POSE/TRIANGLE
up dog	accessory	bodyweight	POSE/UP_DOG
upward facing plank	accessory	bodyweight	POSE/UPWARD_FACING_PLANK
warrior one	accessory	bodyweight	POSE/WARRIOR_ONE
warrior three	accessory	bodyweight	POSE/WARRIOR_THREE
warrior two	accessory	bodyweight	POSE/WARRIOR_TWO
wheel	accessory	bodyweight	POSE/WHEEL
wide side lunge	accessory	bodyweight	POSE/WIDE_SIDE_LUNGE
deep breathing wheelchair	accessory	bodyweight	POSE/DEEP_BREATHING_WHEELCHAIR
deep breathing low wheelchair	accessory	bodyweight	POSE/DEEP_BREATHING_LOW_WHEELCHAIR
deep breathing mid wheelchair	accessory	bodyweight	POSE/DEEP_BREATHING_MID_WHEELCHAIR
deep breathing high wheelchair	accessory	bodyweight	POSE/DEEP_BREATHING_HIGH_WHEELCHAIR
prayer wheelchair	accessory	bodyweight	POSE/PRAYER_WHEELCHAIR
overhead prayer wheelchair	accessory	bodyweight	POSE/OVERHEAD_PRAYER_WHEELCHAIR
cactus wheelchair	accessory	bodyweight	POSE/CACTUS_WHEELCHAIR
breathing punches wheelchair	accessory	bodyweight	POSE/BREATHING_PUNCHES_WHEELCHAIR
breathing punches extended wheelchair	accessory	bodyweight	POSE/BREATHING_PUNCHES_EXTENDED_WHEELCHAIR
breathing punches overhead wheelchair	accessory	bodyweight	POSE/BREATHING_PUNCHES_OVERHEAD_WHEELCHAIR
breathing punches overhead and down wheelchair	accessory	bodyweight	POSE/BREATHING_PUNCHES_OVERHEAD_AND_DOWN_WHEELCHAIR
breathing punches side wheelchair	accessory	bodyweight	POSE/BREATHING_PUNCHES_SIDE_WHEELCHAIR
breathing punches extended side wheelchair	accessory	bodyweight	POSE/BREATHING_PUNCHES_EXTENDED_SIDE_WHEELCHAIR
breathing punches overhead side wheelchair	accessory	bodyweight	POSE/BREATHING_PUNCHES_OVERHEAD_SIDE_WHEELCHAIR
breathing punches overhead and down side wheelchair	accessory	bodyweight	POSE/BREATHING_PUNCHES_OVERHEAD_AND_DOWN_SIDE_WHEELCHAIR
left hand back wheelchair	accessory	bodyweight	POSE/LEFT_HAND_BACK_WHEELCHAIR
triangle wheelchair	accessory	bodyweight	POSE/TRIANGLE_WHEELCHAIR
thread the needle wheelchair	accessory	bodyweight	POSE/THREAD_THE_NEEDLE_WHEELCHAIR
neck flexion and extension wheelchair	accessory	bodyweight	POSE/NECK_FLEXION_AND_EXTENSION_WHEELCHAIR
neck lateral flexion wheelchair	accessory	bodyweight	POSE/NECK_LATERAL_FLEXION_WHEELCHAIR
spine flexion and extension wheelchair	accessory	bodyweight	POSE/SPINE_FLEXION_AND_EXTENSION_WHEELCHAIR
spine rotation wheelchair	accessory	bodyweight	POSE/SPINE_ROTATION_WHEELCHAIR
spine lateral flexion wheelchair	accessory	bodyweight	POSE/SPINE_LATERAL_FLEXION_WHEELCHAIR
alternative skiing wheelchair	accessory	bodyweight	POSE/ALTERNATIVE_SKIING_WHEELCHAIR
reach forward wheelchair	accessory	bodyweight	POSE/REACH_FORWARD_WHEELCHAIR
warrior wheelchair	accessory	bodyweight	POSE/WARRIOR_WHEELCHAIR
reverse warrior wheelchair	accessory	bodyweight	POSE/REVERSE_WARRIOR_WHEELCHAIR
downward facing dog to cobra	accessory	bodyweight	POSE/DOWNWARD_FACING_DOG_TO_COBRA
seated cat cow	accessory	bodyweight	POSE/SEATED_CAT_COW
ride	accessory	bodyweight	BIKE/RIDE
rowing machine	accessory	machine	INDOOR_ROW/ROWING_MACHINE
shoulder press	push_vertical	barbell	SHOULDER_PRESS	Barbell_Shoulder_Press
olympic lift	hinge	barbell	OLYMPIC_LIFT
triceps extension	accessory	dumbbell	TRICEPS_EXTENSION
flye	accessory	dumbbell	FLYE
plyo	accessory	bodyweight	PLYO
total body	accessory	bodyweight	TOTAL_BODY
cardio	accessory	bodyweight	CARDIO
banded exercises	accessory	cable	BANDED_EXERCISES
bike outdoor	accessory	bodyweight	BIKE_OUTDOOR
indoor bike	accessory	machine	INDOOR_BIKE
ladder	accessory	bodyweight	LADDER
run indoor	accessory	bodyweight	RUN_INDOOR
sandbag	accessory	dumbbell	SANDBAG
sled	accessory	machine	SLED
suspension	accessory	bodyweight	SUSPENSION
move	accessory	bodyweight	MOVE
pose	accessory	bodyweight	POSE
